Product Type,Product Name,Product Code,Category Code,Subcategory Code,Make & Model,Cost,Price,Quantity,Alert Quantity, Supplier,Tax Rate Name,Tax Method,Image,Details
Standard,Diaphragm Assy,1558,MISC,,A14NII,0,1.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AN14001A6300
Standard,F. Gear Assy,1559,MISC,,A14NII,0,2.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AN14001A0300
Standard,FB Adjustment  Washer(D)T=0.1,1560,MISC,,A14P,0,6.4,0,5,Own Stock,No Tax,exclusive,no_image.png,PA06000178D2
Standard,FB Adjustment  Washer(E) T=0.05,1561,MISC,,A14P,0,1.4,0,5,Own Stock,No Tax,exclusive,no_image.png,PA06000178E2
Standard,FB Adjustment Washer(A)T=0.5,1562,MISC,,A14P,0,8.6,0,5,Own Stock,No Tax,exclusive,no_image.png,PA06000178A1
Standard,FB Adjustment Washer(C)T=0.2,1563,MISC,,A14P,0,16.0,0,5,Own Stock,No Tax,exclusive,no_image.png,PA06000178C1
Standard,Diaphragm Assy,1564,MISC,,A14P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000A0200
Standard,Fluted Barrel Assy,1565,MISC,,A14P,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000A0300
Standard,Rear Barrel Assy,1566,MISC,,A14P,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000A0400
Standard,Mount Assy,1567,MISC,,A14P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000A0500
Standard,Main Circuit Board Assy A0,1568,MISC,,A14P,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P90A0
Standard,Main Circuit Board Assy A2,1569,MISC,,A14P,0,0.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P90A2
Standard,Main Circuit Board Assy A1,1570,MISC,,A14P,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P90A1
Standard,Main Circuit Board Assy B0,1571,MISC,,A14P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P90B0
Standard,Main Circuit Board Assy B2,1572,MISC,,A14P,0,0.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P90B2
Standard,Main Circuit Board Assy,1573,MISC,,A14P,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000P9000
Standard,Rear Masking Barrel,1574,MISC,,A14P,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP14000A8500
Standard,FB Adjustment Washer (A)T= 0.5,1575,MISC,,A14S,0,18.6,0,5,Own Stock,No Tax,exclusive,no_image.png,MA06000178A1
Standard,FB Adjustment Washer(G)T= 0.2,1576,MISC,,A14S,0,1.5,0,5,Own Stock,No Tax,exclusive,no_image.png,MA06000178G1
Standard,Rear Masking Barrel,1577,MISC,,A14S,0,3.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A8100
Standard,Outer Barrel Assy,1578,MISC,,A14S,0,14.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A6200
Standard,Diaphragm Assy,1579,MISC,,A14S,0,2.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A0200
Standard,Fluted Barrel Assy,1580,MISC,,A14S,0,4.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A0400
Standard,Mount Assy,1581,MISC,,A14S,0,1.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AM140M0A0600
Standard,Focus Ring Assy,1582,MISC,,A14S,0,3.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A6000
Standard,Main Circuit Board ROM 2,1583,MISC,,A14S,0,2.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000P9500
Standard,Main Circuit Board Flash Rom,1584,MISC,,A14S,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A8000
Standard,Rear Barrel Assy (w.MCB),1585,MISC,,A14S,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AM14000A6300
Standard,FB Adjusting Washer A T=0.02,1586,MISC,,A15E,0,5.6,0,5,Own Stock,No Tax,exclusive,no_image.png,071DE00178A1
Standard,Post  Screw,1587,MISC,,A15E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500015200
Standard,Slide  Post  5.02,1588,MISC,,A15E,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000154B0
Standard,2G Post 5.825 / 4.185,1589,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000156G0
Standard,3G Post 4.305 / L3.30,1590,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000157P0
Standard,Screw UT3.5P1.7X2C3C IB LOCK,1591,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500060301
Standard,Brand Tape,1592,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500010204
Standard,Zoom Ring Assy (107),1593,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A8000
Standard,Zoom Rubber,1594,MISC,,A15E,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500011200
Standard,Rear  Barrel,1595,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500012903
Standard,Masking Plate,1596,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500014101
Standard,2G Decorative Plate,1597,MISC,,A15E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500014200
Standard,Zoom Coupling Plate,1598,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500017205
Standard,Brush Fixed Plate,1599,MISC,,A15E,0,1.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500017404
Standard,1G Adjustment Washer T=0.5,1600,MISC,,A15E,0,44.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000175B0
Standard,Zoom Brush,1601,MISC,,A15E,0,30.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500019101
Standard,Focus Brush,1602,MISC,,A15E,0,21.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500019701
Standard,Gear Base Plate,1603,MISC,,A15E,0,29.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500020101
Standard,Coupling Gear,1604,MISC,,A15E,0,9.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500020602
Standard,Rear Masking Barrel,1605,MISC,,A15E,0,19.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500040200
Standard,Z.ECD Circuit Board,1606,MISC,,A15E,0,10.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500091100
Standard,F.ECD Circuit Board,1607,MISC,,A15E,0,12.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500091200
Standard,1G Lens Frame Assy,1608,MISC,,A15E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A0200
Standard,2G Lens Assy,1609,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A0300
Standard,3G Lens Frame Assy,1610,MISC,,A15E,0,2.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A0400
Standard,G11-13 Lens Frame Assy,1611,MISC,,A15E,0,1.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A0800
Standard,F. Gear Assy,1612,MISC,,A15E,0,11.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A0900
Standard,Fluted Barrel Assy (DTB),1613,MISC,,A15E,0,17.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A6000
Standard,Helicoid Assy,1614,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A6100
Standard,Focus Ring Assy,1615,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A6200
Standard,Switch Assy,1616,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000A6400
Standard,Iris Motor Unit,1617,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000P9201
Standard,Main Circuit Board  Assy Flash,1618,MISC,,A15E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000P9003
Standard,G10/11 Adjustment Washer T=0.05,1619,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000176A1
Standard,Post Spring C,1620,MISC,,A15E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE15000158C0
Standard,Flexible Tube,1621,MISC,,A15E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1500042401
Standard,Gear Base Plate (B),1622,MISC,,A15S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AN1500020200
Standard,Gear  Shaft,1623,MISC,,A15S,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN1500020401
Standard,Zoom Coupling Plate(B),1624,MISC,,A15S,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500017303
Standard,Brush Installing Plate,1625,MISC,,A15S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500017402
Standard,Gear Base Plate A,1626,MISC,,A15S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500020101
Standard,Idler,1627,MISC,,A15S,0,0.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500020300
Standard,Coupler,1628,MISC,,A15S,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500020501
Standard,Rear Masking Barrel,1629,MISC,,A15S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1500040200
Standard,3G Lens Frame Assy,1630,MISC,,A15S,0,1.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AM15000A0200
Standard,Rear Barrel Assy ohne Mount Mark,1631,MISC,,A15S,0,11.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AM15000A0300
Standard,Mount Assy,1632,MISC,,A15S,0,11.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AM15000A0400
Standard,Main Circuit Board Assy Flash,1633,MISC,,A15S,0,9.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AM15000A8000
Standard,Fluted Barrel Assy,1634,MISC,,A15S,0,38.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AN15000A6000
Standard,Focus Ring Assy,1635,MISC,,A15S,0,4.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN15000A6200
Standard,Rear Barrel Assy mit Mount Mark,1636,MISC,,A15S,0,14.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AM15000A0300
Standard,Filter Thread Frame,1637,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600010101
Standard,Decorative Ring,1638,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600010200
Standard,Focus Rubber,1639,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600011100
Standard,1G Sliding Frame,1640,MISC,,A16E,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9300
Standard,2nd Cam Barrel,1641,MISC,,A16E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600013300
Standard,2G Slide Frame,1642,MISC,,A16E,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9100
Standard,Focus Slide Frame,1643,MISC,,A16E,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600014100
Standard,2G  Decorative Ring,1644,MISC,,A16E,0,10.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600014203
Standard,Zoom Coupling Plate,1645,MISC,,A16E,0,14.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600017200
Standard,2G Adjustment Washer A (T=0.2),1646,MISC,,A16E,0,13.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000175A0
Standard,2G Adjustment Washer C (T=0.05),1647,MISC,,A16E,0,11.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000175C0
Standard,2G Adjustment Washer D (T=0.03),1648,MISC,,A16E,0,11.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000175D0
Standard,Masking Plate A,1649,MISC,,A16E,0,1.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600018101
Standard,Zoom Brush,1650,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600019100
Standard,Diaphragm Blade Holder Lever,1651,MISC,,A16E,0,12.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600031400
Standard,Rear Masking Barrel,1652,MISC,,A16E,0,6.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9200
Standard,Flexible Guide,1653,MISC,,A16E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600042200
Standard,F.Z Circuit Board,1654,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600091102
Standard,1G Lens Frame Assy,1655,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8100
Standard,2G Lens Frame Assy,1656,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8200
Standard,3G Lens Frame Assy,1657,MISC,,A16E,0,11.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A0500
Standard,4G Lens Frame Assy,1658,MISC,,A16E,0,11.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8000
Standard,Fluted Barrel Assy,1659,MISC,,A16E,0,19.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8400
Standard,Direct Thrust Barrel Assy,1660,MISC,,A16E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8800
Standard,Focus Ring Assy,1661,MISC,,A16E,0,14.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8500
Standard,F. Gear Assy C,1662,MISC,,A16E,0,10.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9400
Standard,Focus Coupling Plate Assy,1663,MISC,,A16E,0,7.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8900
Standard,2G Adjustment Washer B  (T=0.1),1664,MISC,,A16E,0,13.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000175B0
Standard,Rear Barrel Assy,1665,MISC,,A16E,0,10.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9000
Standard,Switch Assy,1666,MISC,,A16E,0,1.7,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8700
Standard,Middle  Barrel Assy,1667,MISC,,A16E,0,11.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A8600
Standard,Rear Barrel Assy with MCB,1668,MISC,,A16E,0,0.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000A9500
Standard,Post Shaft A,1669,MISC,,A16E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600015101
Standard,Post Shaft B,1670,MISC,,A16E,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600015202
Standard,1G Post,1671,MISC,,A16E,0,3.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000154B0
Standard,2G Post,1672,MISC,,A16E,0,17.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000155D0
Standard,3G Post,1673,MISC,,A16E,0,12.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000156U1
Standard,4G Post,1674,MISC,,A16E,0,38.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000157F0
Standard,2nd Cam Barrel Coupling Post,1675,MISC,,A16E,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000158B0
Standard,1G Slide Frame Post,1676,MISC,,A16E,0,18.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000159K1
Standard,Focus Slide Post,1677,MISC,,A16E,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AE16000161E0
Standard,Post Screw A,1678,MISC,,A16E,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600060100
Standard,Screw UT3.5P1.4X1.5C3C,1679,MISC,,A16E,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600060301
Standard,Stopper Screw,1680,MISC,,A16E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600060200
Standard,Post Screw B,1681,MISC,,A16E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1600060400
Standard,Rear Barrel Assy,1682,MISC,,A16NII,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8500
Standard,Rear Masking Barrel,1683,MISC,,A16NII,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8600
Standard,Earth Pin,1684,MISC,,A16NII,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AN1600143300
Standard,F/Z.ECD Circuit Board,1685,MISC,,A16NII,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AN1600191100
Standard,Mount Assy,1686,MISC,,A16NII,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8000
Standard,Middle Lens Barrel Assy,1687,MISC,,A16NII,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8300
Standard,Fluted Barrel Assy,1688,MISC,,A16NII,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8100
Standard,Main Circuit Board Assy,1689,MISC,,A16NII,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8200
Standard,Contact Assy,1690,MISC,,A16NII,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16001A8400
Standard,Diaphragm Assy,1691,MISC,,A16NII,0,0.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN16000A0200
Standard,Operation  Lever  B,1692,MISC,,A16P,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AN1600041401
Standard,FB Adjusting Washer B T=0.3,1693,MISC,,A16P,0,13.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000178B0
Standard,Zoom Brush,1694,MISC,,A16P,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600019100
Standard,Insulation Sheet A,1695,MISC,,A16P,0,2.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600019400
Standard,Insulation Sheet B,1696,MISC,,A16P,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600019500
Standard,Coupler,1697,MISC,,A16P,0,0.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600020500
Standard,Rear Masking Barrel,1698,MISC,,A16P,0,14.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600040200
Standard,Fluted Barrel Assy,1699,MISC,,A16P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A8000
Standard,Mount Assy,1700,MISC,,A16P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A8300
Standard,Focus Ring Assy,1701,MISC,,A16P,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A8400
Standard,Main Circuit Board Assy E1-01,1702,MISC,,A16P,0,0.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000P9000
Standard,Main Circuit Board Assy Cent-01,1703,MISC,,A16P,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000P9000
Standard,F/Z Circuit Board Assy,1704,MISC,,A16P,0,1.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600091100
Standard,Focus Brush,1705,MISC,,A16P,0,24.6,0,5,Own Stock,No Tax,exclusive,no_image.png,AP1600019700
Standard,Diaphragm Assy,1706,MISC,,A16P,0,1.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A0200
Standard,F. Gear Assy,1707,MISC,,A16P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A8200
Standard,"FB Adjusting Washer C T= 0,2",1708,MISC,,A16P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000178C0
Standard,FB Adjusting Washer F T= 0.03,1709,MISC,,A16P,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000178F0
Standard,"FB Adjusting Washer D T= 0,1",1710,MISC,,A16P,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000178D0
Standard,FB Adjusting Washer E T= 0.05,1711,MISC,,A16P,0,2.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000178E0
Standard,Main Circuit Board Assy,1712,MISC,,A16P,0,12.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000P9000
Standard,Main Circuit Board Assy (Flash),1713,MISC,,A16P,0,16.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000P9000
Standard,Rear Barrel Assy Cent *,1714,MISC,,A16P,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AP16000A8100
Standard,Rear Masking Barrel,1715,MISC,,A16S,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A8900
Standard,Diaphragm Assy,1716,MISC,,A16S,0,11.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A0200
Standard,Fluted Barrel Assy,1717,MISC,,A16S,0,1.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A8000
Standard,Rear Barrel Assy,1718,MISC,,A16S,0,1.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A8100
Standard,Mount Assy,1719,MISC,,A16S,0,1.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A8200
Standard,Focus Ring Assy,1720,MISC,,A16S,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000A8300
Standard,Z ECD Circuit Board,1721,MISC,,A16S,0,17.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1600091100
Standard,Main Circuit Board Assy Flash,1722,MISC,,A16S,0,8.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AM16000P9003
Standard,Coupler,1723,MISC,,A16S,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AM1300020502
Standard,Focus Rubber,1724,MISC,,A17E,0,23.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1700011100
Standard,Zoom Rubber,1725,MISC,,A17E,0,18.9,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1700011200
Standard,Helicoid Assy,1726,MISC,,A17E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0200
Standard,Coupling Barrel Assy,1727,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0300
Standard,2G Lens Assy,1728,MISC,,A17E,0,13.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0400
Standard,3G Lens Frame Assy,1729,MISC,,A17E,0,4.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0500
Standard,Rear Barrel Assy,1730,MISC,,A17E,0,28.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0600
Standard,1G Lens Frame Assy,1731,MISC,,A17E,0,1.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A0900
Standard,Cam Barrel,1732,MISC,,A17E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0012605
Standard,Direct Trust Barrel,1733,MISC,,A17E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00127C0
Standard,Masking Plate,1734,MISC,,A17E,0,1.7,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0017402
Standard,1G Adjustment Washer (A)T= 0.8,1735,MISC,,A17E,0,4.6,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175A1
Standard,1G Adjustment Washer(B)T= 0.5,1736,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175B1
Standard,1G Adjustment Washer(C)T= 0.3,1737,MISC,,A17E,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175C1
Standard,1G Adjustment Washer(D)T= 0.1,1738,MISC,,A17E,0,3.0,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175D2
Standard,1G Adjustment Washer(E)T= 0.08,1739,MISC,,A17E,0,16.5,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175E1
Standard,1G Adjustment Washer(F)T= 0.07,1740,MISC,,A17E,0,28.3,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175F1
Standard,1G Adjustment Washer(G)T= 0.05,1741,MISC,,A17E,0,9.5,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00175G1
Standard,2G Masking Plate,1742,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0017602
Standard,FB Adjustment Washer(A)T= 0.5,1743,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00178A1
Standard,Zoom Brush,1744,MISC,,A17E,0,0.5,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0019103
Standard,Set Tape A,1745,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0019304
Standard,Set Tape B,1746,MISC,,A17E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0019400
Standard,Rear Masking Barrel,1747,MISC,,A17E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0040201
Standard,Gear Assy,1748,MISC,,A17E,0,0.4,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A8300
Standard,Zoom Ring Assy,1749,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000A8200
Standard,Mount(408),1750,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,A4000005-20000
Standard,Z.ECD Circuit Board,1751,MISC,,A17E,0,0.3,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1700091100
Standard,F.ECD Circuit Board,1752,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE1700091200
Standard,Main Circuit Board Assy,1753,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,AE17000P9001
Standard,2G Post 4.28 - 4.15,1754,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00146G0
Standard,Post Screw C,1755,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE0015302
Standard,3G Post,1756,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00157B5
Standard,Sliding Post   1.95,1757,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00159K0
Standard,2G Post,1758,MISC,,A17E,0,0.1,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00156F6
Standard,Switch Assy,1759,MISC,,A17E,0,0.2,0,5,Own Stock,No Tax,exclusive,no_image.png,572DE00A1400
Standard,3G Lens Frame Assy,1760,MISC,,A17NII,0,6.8,0,5,Own Stock,No Tax,exclusive,no_image.png,AN17000A0200
Standard,Rear Barrel Assy,1761,MISC,,A17NII,0,13.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AN17001A8100
Standard,FB Adjustment Washer(F)T=0.3,1762,MISC,,A17NII,0,10.5,0,5,Own Stock,No Tax,exclusive,no_image.png,AN17001178F0
Standard,FB Adjustment Washer(G)T=0.5,1763,MISC,,A17NII,0,1.0,0,5,Own Stock,No Tax,exclusive,no_image.png,AN17001178G0
